descmunicipio;ano;altitude;CodClima;CodRegiao;precipitacao_Janeiro;precipitacao_Fevereiro;precipitacao_Março;precipitacao_Abril;precipitacao_Maio;precipitacao_Junho;precipitacao_Julho;precipitacao_Agosto;precipitacao_Setembro;precipitacao_Outubro;precipitacao_Novembro;precipitacao_Dezembro;umidade_Janeiro;umidade_Fevereiro;umidade_Março;umidade_Abril;umidade_Maio;umidade_Junho;umidade_Julho;umidade_Agosto;umidade_Setembro;umidade_Outubro;umidade_Novembro;umidade_Dezembro;temperatura_Janeiro;temperatura_Fevereiro;temperatura_Março;temperatura_Abril;temperatura_Maio;temperatura_Junho;temperatura_Julho;temperatura_Agosto;temperatura_Setembro;temperatura_Outubro;temperatura_Novembro;temperatura_Dezembro
BARRA DO PIRAÍ;1988;363;1;6;318,1;502,4;198,0;95,0;87,7;25,4;3,0;3,8;21,6;156,4;128,3;166,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA DO PIRAÍ;1989;363;1;6;234,6;274,5;226,9;71,1;43,8;57,8;39,6;29,7;68,7;28,0;205,2;191,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA DO PIRAÍ;1990;363;1;6;151,1;176,3;199,4;135,2;66,3;4,5;67,1;35,5;83,6;110,3;153,1;102,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA DO PIRAÍ;1991;363;1;6;259,5;116,3;346,5;139,1;8,6;19,5;15,0;6,7;89,9;67,8;106,7;275,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA DO PIRAÍ;1992;363;1;6;312,9;96,4;74,6;119,8;23,4;4,4;28,4;18,4;128,2;164,6;290,3;137,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA DO PIRAÍ;1993;363;1;6;120,8;251,9;192,8;153,8;19,1;63,7;1,5;6,2;145,2;90,2;59,3;195,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA DO PIRAÍ;1994;363;1;6;258,6;134,0;283,7;127,1;121,4;54,2;0,0;0,0;9,7;94,5;160,6;255,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA DO PIRAÍ;1995;363;1;6;188,7;256,4;143,1;46,8;43,9;7,4;26,7;4,4;92,9;200,7;194,5;277,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA DO PIRAÍ;1996;363;1;6;263,2;389,8;372,7;109,1;39,9;13,6;5,2;34,7;178,9;211,2;245,0;339,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA DO PIRAÍ;1997;363;1;6;399,6;113,8;120,0;74,1;28,9;23,4;6,0;12,3;38,0;58,6;97,4;258,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA DO PIRAÍ;1998;363;1;6;112,4;279,9;169,7;40,8;126,1;14,6;1,9;49,6;20,0;224,4;122,3;183,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA DO PIRAÍ;1999;363;1;6;310,1;347,6;64,3;54,6;7,5;17,0;18,6;2,6;29,5;22,8;139,0;255,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA DO PIRAÍ;2000;363;1;6;263,2;137,0;191,5;35,0;8,9;0,0;50,5;50,9;39,4;49,7;100,8;260,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA DO PIRAÍ;2001;363;1;6;222,6;269,2;574,9;25,8;59,3;0,0;7,4;53,1;22,5;136,6;182,6;323,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA DO PIRAÍ;2002;363;1;6;341,8;220,3;137,6;51,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00





BARRA MANSA;1940;381;11;6;0,0;0,0;0,0;3,3;10,3;5,3;13,8;13,5;62,3;104,4;164,1;103,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1941;381;11;6;231,7;83,2;97,7;19,4;15,7;19,2;41,4;11,6;231,6;123,4;200,5;149,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1942;381;11;6;129,8;220,7;220,1;124,1;32,1;3,8;26,9;11,5;29,4;108,4;181,5;185,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1943;381;11;6;280,8;247,5;301,0;33,4;15,0;20,0;5,0;46,9;66,0;202,6;36,3;223,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1944;381;11;6;228,7;274,7;214,7;38,3;12,8;3,7;21,0;1,7;9,9;74,5;88,2;122,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1945;381;11;6;323,8;156,5;141,5;77,4;24,4;61,1;25,1;10,6;24,2;37,7;136,0;321,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1946;381;11;6;288,7;84,3;272,6;141,3;50,9;29,8;16,2;2,9;30,9;79,3;114,6;177,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1947;381;11;6;470,2;276,6;392,3;37,6;15,7;19,2;86,5;104,7;0,0;75,0;113,6;201,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1948;381;11;6;112,2;252,8;195,1;22,7;30,0;0,0;36,0;24,0;15,0;56,0;164,0;147,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1949;381;11;6;276,2;242,0;111,4;12,2;17,1;30,5;0,4;0,0;1,4;152,4;66,1;210,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1950;381;11;6;422,1;203,0;135,0;140,8;28,0;28,8;9,0;0,0;11,0;252,8;227,8;155,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1951;381;11;6;220,9;159,0;158,6;0,0;94,0;0,0;13,6;24,5;0,0;87,3;78,4;148,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1952;381;11;6;292,5;311,0;94,8;59,8;0,0;63,2;0,0;33,0;77,8;74,8;132,4;89,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1953;381;11;6;53,8;178,7;262,8;62,2;42,0;30,6;39,0;50,9;57,3;86,9;158,2;179,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1954;381;11;6;151,8;269,4;172,8;29,4;159,6;49,2;28,0;2,0;41,2;93,8;73,0;212,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1955;381;11;6;292,2;59,2;87,3;57,2;16,8;37,4;0,0;7,4;8,4;33,4;119,6;334,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1956;381;11;6;65,8;298,2;97,0;7,8;80,4;28,6;35,4;76,8;72,2;90,0;89,8;147,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1957;381;11;6;260,2;122,8;328,6;122,6;11,5;0,0;29,0;11,4;123,6;78,2;117,0;133,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1958;381;11;6;168,5;163,7;227,7;88,4;74,3;54,1;16,0;0,0;93,4;133,5;197,3;240,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1959;381;11;6;194,1;235,1;165,4;94,2;0,0;0,0;0,0;58,0;0,0;192,9;137,1;104,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1960;381;11;6;200,1;293,8;194,9;27,4;0,0;24,5;0,0;16,0;25,0;131,4;176,9;248,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1961;381;11;6;248,4;167,5;286,7;73,3;74,9;29,3;10,5;5,1;0,0;49,6;63,0;138,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1962;381;11;6;261,6;180,7;77,5;73,4;31,6;6,3;2,5;43,4;126,0;126,3;114,2;183,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1963;381;11;6;193,5;219,4;79,5;24,0;6,0;4,0;0,0;14,0;1,0;111,2;113,4;168,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1964;381;11;6;118,6;253,3;65,5;40,9;52,5;15,1;19,2;25,3;22,7;90,6;99,1;183,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1965;381;11;6;209,9;206,7;122,0;91,3;79,0;46,0;38,0;18,1;26,0;154,3;162,0;252,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1966;381;11;6;237,2;103,5;354,4;51,2;51,4;5,0;4,0;17,0;30,2;128,9;215,9;155,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1967;381;11;6;181,7;585,6;340,8;9,8;0,0;13,7;5,2;0,0;16,0;99,2;95,8;287,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1968;381;11;6;267,2;122,2;61,2;28,6;7,0;0,0;13,4;42,6;47,2;72,8;148,2;216,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1969;381;11;6;355,5;96,0;209,2;34,4;14,0;14,4;0,0;68,5;30,2;100,4;226,0;179,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1970;381;11;6;169,2;130,1;108,6;39,4;17,4;17,3;37,6;127,8;43,2;62,4;87,8;190,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1971;381;11;6;115,2;154,4;211,2;65,0;30,1;76,0;5,8;6,5;105,4;118,0;109,6;116,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1972;381;11;6;272,8;287,8;106,7;147,8;35,6;0,0;43,8;56,6;24,6;61,4;156,1;220,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1973;381;11;6;225,0;105,8;85,8;142,8;71,2;0,0;3,8;16,0;0,0;110,4;110,8;283,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1974;381;11;6;203,7;67,6;181,2;102,4;22,9;82,0;0,0;0,0;0,0;147,4;20,8;264,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1975;381;11;6;247,2;250,0;128,2;30,8;18,6;18,5;9,8;0,0;10,6;105,2;308,2;246,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1976;381;11;6;112,0;149,4;182,4;67,7;106,6;30,6;61,8;102,2;78,2;47,8;115,5;195,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1977;381;11;6;270,5;31,0;107,0;100,8;7,5;6,7;2,4;22,4;91,5;71,1;225,0;303,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1982;381;11;6;173,9;0,0;336,4;10,2;4,8;35,8;21,8;14,0;3,8;51,2;143,6;357,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1983;381;11;6;161,8;66,4;185,0;124,2;66,4;98,8;58,2;0,0;181,8;128,4;131,6;301,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1984;381;11;6;132,2;0,0;81,4;135,0;136,8;2,0;0,0;34,6;50,2;47,5;74,7;219,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1985;381;11;6;0,0;0,0;247,8;88,2;43,2;0,0;0,0;30,8;119,1;25,9;160,6;174,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1986;381;11;6;197,0;211,9;177,5;34,5;29,7;0,2;64,2;74,6;14,6;10,2;140,8;341,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1987;381;11;6;0,0;204,0;102,2;179,5;78,1;26,4;4,2;6,2;117,5;84,7;86,8;180,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1988;381;11;6;166,4;393,0;170,9;124,2;114,4;20,0;16,4;9,7;25,0;284,1;180,8;130,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1989;381;11;6;174,5;256,1;153,9;138,4;41,7;43,5;52,0;34,0;93,3;33,5;113,0;158,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1990;381;11;6;0,0;0,0;163,0;0,0;36,6;0,1;0,0;23,8;47,1;63,2;118,8;11,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1991;381;11;6;267,0;140,6;490,8;111,6;48,9;8,3;1,9;1,2;55,5;101,2;77,1;277,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1992;381;11;6;266,1;35,1;249,3;40,9;34,6;7,5;21,5;22,8;134,9;82,4;216,0;157,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1993;381;11;6;107,1;280,8;229,2;70,9;33,2;36,3;1,9;1,9;110,7;137,2;66,1;121,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1994;381;11;6;111,3;107,1;219,3;72,9;145,4;43,3;29,8;4,2;0,0;47,7;87,9;407,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;1995;381;11;6;232,4;282,3;78,0;52,3;82,7;18,5;15,1;8,3;100,4;155,8;192,8;165,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;2000;381;11;6;351,0;160,7;189,3;26,1;6,7;0,0;48,8;38,3;88,6;85,4;200,7;200,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BARRA MANSA;2001;381;11;6;115,3;197,2;198,1;17,0;52,2;2,2;0,0;115,5;12,1;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00





BOM JARDIM;1941;560;1;2;157,2;120,6;195,5;51,5;46,8;7,5;45,2;26,1;146,6;69,6;140,9;232,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1942;560;1;2;167,9;93,1;94,9;46,0;20,1;3,6;51,2;4,3;45,1;173,5;152,2;378,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1943;560;1;2;384,2;247,6;134,5;21,0;0,0;80,8;12,3;52,9;63,1;171,8;111,7;351,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1944;560;1;2;111,4;403,7;167,0;58,3;26,2;8,2;10,3;3,9;20,0;106,4;138,1;339,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1945;560;1;2;392,3;69,2;171,6;100,3;40,4;80,1;1,7;22,3;24,4;46,5;156,9;346,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1946;560;1;2;229,9;126,3;132,7;80,4;27,6;20,2;11,7;0,8;46,1;94,3;261,7;188,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1947;560;1;2;241,4;348,1;289,5;73,3;11,4;41,1;38,3;78,9;61,2;217,6;228,2;341,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1948;560;1;2;67,8;233,7;152,5;33,2;53,2;9,7;6,5;4,3;11,3;58,8;184,3;443,7;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1949;560;1;2;406,6;213,9;55,5;27,8;25,0;34,9;2,1;5,2;2,1;104,7;125,1;396,2;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1950;560;1;2;474,2;149,2;141,9;74,9;15,9;16,7;8,4;2,3;21,7;77,9;300,1;157,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1951;560;1;2;379,3;241,7;237,4;63,4;19,7;29,8;11,0;0,0;0,2;79,1;74,3;235,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1952;560;1;2;632,0;304,0;194,9;119,7;38,9;154,4;17,8;55,9;59,1;104,8;330,9;217,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1953;560;1;2;59,5;187,2;152,5;92,7;38,0;24,0;6,1;20,5;79,0;34,1;213,5;351,1;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1954;560;1;2;44,7;89,9;74,0;47,4;97,4;12,0;6,3;7,5;2,8;113,2;177,8;315,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1955;560;1;2;281,8;39,2;39,1;70,1;53,1;8,4;6,3;1,5;7,9;72,4;183,1;373,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1956;560;1;2;82,0;69,0;141,8;30,4;58,1;41,3;22,4;9,0;16,7;56,2;91,4;379,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1957;560;1;2;213,4;258,7;150,6;119,9;31,8;8,8;34,9;2,2;80,0;50,1;158,9;354,4;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1958;560;1;2;89,6;106,7;104,0;98,0;30,8;19,4;67,7;7,9;150,8;212,7;179,0;146,5;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1959;560;1;2;125,7;44,9;237,1;0,0;5,2;0,0;7,0;64,4;0,0;73,5;177,2;217,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1960;560;1;2;170,3;234,5;297,7;25,4;46,9;21,2;5,1;11,0;39,8;71,0;171,3;279,9;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1961;560;1;2;559,6;237,4;154,0;102,1;27,8;46,3;10,1;2,7;3,7;40,5;159,2;227,6;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1962;560;1;2;311,1;377,6;64,8;59,7;22,3;8,4;19,9;19,5;43,0;67,1;130,7;210,8;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
BOM JARDIM;1963;560;1;2;139,2;206,2;71,0;42,8;1,2;0,0;0,0;3,4;2,0;11,6;33,0;28,3;0;0;0;0;0;0;0;0;0;0;0;0;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
